Código interno;Nome;Preço regular;ativo;estoque;Código de barras;Promocao;Data termino promocao
11150;Carro Hotwhells Lila Un;7,510083397;False;282;74299057854;;
14747;Carro Usual Plastic Brinquedos Bobby C/Fricçao Ref 144;8,108660465;False;968;7,8983E+12;;
11943;Carros Plasticos Lila Brinquedos;16,0835135;False;891;7,89893E+12;;
248;Carvao Especial Lino 2Kg;5,844294789;False;19;7,89743E+12;;
249;Carvao Especial Lino 3,5 Kg;19,63389699;False;846;7,89743E+12;;
250;Carvao Especial Lino 8Kg;33,078018;False;227;;;
6469;Casadinho De Goiaba Tacho Caipira 100G;16,03229326;False;380;;;
13170;Castanha Caju D'Avilla 120G C/ Sal;0,108889217;False;356;7,89993E+12;;
13454;Castanha De Caju Iracema 30G;25,85441528;False;647;;;
10482;Castanha De Caju Nutari 140G;1,16361966;False;74;7,89861E+12;;
8908;Castanha De Caju Yoki 100G Torrada E Sal;52,35893589;False;569;;;
13139;Castanha Do Para D'Avilla 120G Torrada;10,80024124;False;540;7,89993E+12;;
12737;Castanha Do Para D'Avilla 40G Natural;6,818027287;False;328;7,89993E+12;;
10485;Castanha Do Para Nutari 140G;29,11567012;False;447;7,89861E+12;;
12575;Castanha de Caju Torrada sem Sal Empório D'Avilla Pacote 40g;19,41642625;False;536;7,89993E+12;;
269;Catalonia Un;0,580402674;False;113;7,89896E+12;;
407;Catarina Banana C/ Creme E Canela;26,0249347;False;713;;;
117;Catarina De Chocolate;6,494276472;False;609;;;
274;Catarina De Doce De Leite C/ Nozes;62,39350671;False;979;;;
5637;Catchup Konsumo 200G Picante;12,13657476;False;491;;;
5638;Catchup Konsumo 200G Trad;2,192732403;False;594;;;
5639;Catchup Konsumo 380G Picante;5,50693348;False;555;;;
5640;Catchup Konsumo 380G Trad;2,728976014;False;149;;;
10182;Catchup Qualitá 380G Tradicional;31,48528703;False;340;7,895E+12;;
7472;Catuaba Selvagem 1L;49,58850888;False;684;;;
7474;Catuaba Selvagem 1L Com Acai;2,439188819;False;928;7474;;
13410;Catuaba Selvagem 300Ml;10,50395792;False;21;;;
9197;Cd Closeup 100G Liquifresh Ice;8,432670466;False;407;;;
9199;Cd Closeup 70G Hortela;0;False;787;;;
9201;Cd Closeup 70G Menta Americana;35,13106104;False;103;9201;;
9196;Cd Closeup 90G Eucalyptus;32,92889064;False;770;;;
9200;Cd Closeup 90G Hortela;6,30824335;False;863;;;
9202;Cd Closeup 90G Menta Americana;0,097736606;False;458;;;
9198;Cd Closeup 90G Red Hot;0,003137799;False;732;;;
9204;Cd Colgate 180G Mpa;5,877290587;False;562;;;
9260;Cd Colgate 70G Neutraçucar;6,096863763;False;861;;;
9262;Cd Colgate 90G Tripla Accoa Menta Suave;11,87944672;False;175;;;
13456;Cd Colgate Luminous White 70G Brilliant;94,22720329;False;831;;;
9259;Cd Colgate Luminous White 70G Esmalte;37,45218336;False;213;;;
9207;Cd Colgate Mpa 50G;34,61818291;False;510;;;
9208;Cd Colgate Mpa 90G;17,24866868;False;637;;;
9209;Cd Colgate T12 90G Whitening Gel;50,67298578;False;326;;;
9210;Cd Colgate T12 Advance Fresh 90G;8,097835419;False;507;;;
9211;Cd Colgate T12 Clean Mint 90G;16,00972405;False;34;;;
9212;Cd Colgate Tripla 90G Hortela;2,119547483;False;96;;;
9213;Cd Colgate Tripla 90G Menta Original;2,157991344;False;454;;;
14289;Cd Dentil 90G Branqueador Max 12;47,33371468;False;585;7,89625E+12;;
9214;Cd Dentil 90G Dentes Mais Brancos;14,87018441;False;580;;;
10801;Cd Dentil Kids 50G Bubble Gum;12,35567457;False;569;10801;;
10802;Cd Dentil Kids 50G Morango;3,055540816;False;165;;;
10804;Cd Dentil Kids 50G Tutti Frutti;9,176373148;False;251;;;
8358;Cd Gravavel Lila;75,48086615;False;779;8358;;
9215;Cd Oral B 70G 123 Anti Caries;0,852785893;False;736;;;
9263;Cd Sensodyne 50G Branq Extra Frsh;18,14218164;False;959;9263;;
9218;Cd Sorriso 50G Dentes Branco;0,787597202;False;432;9218;;
9219;Cd Sorriso 70G Fort Protect;0,105868365;False;728;;;
9220;Cd Sorriso 70G Tripla;8,788070845;False;373;;;
9221;Cd Sorriso 90G Dentes Brancos;11,26200785;False;617;;;
9222;Cd Sorriso 90G Fresh Hortela;1,694537836;False;276;;;
9223;Cd Sorriso 90G Fresh Menthol;14,54455969;False;927;;;
10805;Cd Tandy 50G Morango;15,91930984;False;859;;;
10806;Cd Tandy 50G Tutti Frutti;37,87446726;False;242;;;
10807;Cd Tandy 50G Uva;33,54346762;False;306;;;
10808;Cd Tra La La Kids 70G Tutti Frutti;9,533547555;False;656;;;
10809;Cd Transformes Phisalia 70G Frutas;37,89513349;False;840;;;
384;Cebola Branca Kg;1,037733001;False;328;;;
370;Cebola Especial  Kg;2,526197525;False;452;;;
5327;Cebola Granulada Kitano 20G;51,07789185;False;539;;;
36;Cebola Kg;28,45342438;False;20;;;
150;Cebola Roxa Kg;34,65745769;False;540;;;
76;Cebolinha Maco;30,9337389;False;355;7,89896E+12;;
433;Cenoura E Vagem Picada Kg;48,61208159;False;825;;;
37;Cenoura Kg;3,519120675;False;123;;;
15279;Centenario Digos 100G;29,39366546;False;970;7,89739E+12;;
15397;Cer Sucri 150G Origi+Choco Lve 4 Pague 3;10,06654673;False;261;7,896E+12;;
11050;Cera Auto Monza 200G;6,589309489;False;378;;;
11051;Cera Automotiva Grand Prix 200G;27,11858135;False;330;11051;;
10446;Cera Bravo Classic 750Ml Incolor;2,148902356;False;436;;;
10448;Cera Bravo Classic 750Ml Vermelha;3,256234309;False;977;;;
10449;Cera Brilho Facil 750Ml Ardosia;22,33003961;False;148;;;
10450;Cera Brilho Facil 750Ml Incolor;7,587328077;False;189;10450;;
10451;Cera Brilho Facil 750Ml Vermelha;51,00537981;False;228;;;
11345;Cera Depilatória Roll-On Tradicional Corporal   Depi Roll Profissional 100g;32,21406289;False;99;7,8989E+12;;
10452;Cera K Lustra 750Ml Incolor;24,94386189;False;316;;;
10453;Cera K Lustra 750Ml Verde;9,895400378;False;162;;;
10454;Cera K Lustra 750Ml Vermelho;29,86097269;False;200;;;
13265;Cera Ortodontica Hillo 3G;15,98791269;False;973;7,89644E+12;;
14220;Cereal Alcafoods Chocoboll 200G;16,7570268;False;676;7,89739E+12;;
7193;Cereal Corn Flakes 200G Kelloggs;72,2736087;False;195;;;
7194;Cereal Corne Flakes 270G Acucar;73,41306879;False;610;;;
7195;Cereal Corne Flakes 270G Chocolate;5,10913137;False;109;1,78989E+13;;
7196;Cereal Corne Flakes 270G Leite Cond;0,698901619;False;641;;;
7197;Cereal Corne Flakes 270G Mel;51,50758832;False;523;;;
13126;Cereal Matinal AMABALL Chocolate Pacote 200G;44,87580166;False;456;7,89893E+12;;
12283;Cereal Matinal AMAVITA Chocolate Pacote 270g;2,726068771;False;917;7,89893E+12;;
12279;Cereal Matinal AMAVITA Leite Condensado Pacote 270g;1,705176977;False;769;7,89893E+12;;
14221;Cereal Matinal Corn Sugar 300G;77,00807863;False;444;7,89739E+12;;
10588;Cereal Matinal Integral Nestlé Nesfit Pacote 120g;10,51226532;False;610;7,891E+12;;
13481;Cereal Matinal Kellogg'S 150G Sucrilhos Original;5,241613202;False;153;7,896E+12;;
13360;Cereal Matinal Kellogg's Sucrilhos Pacote 25g;44,31103999;False;945;7,896E+12;;
7199;Cereal Nescau Radical 120G;9,529824373;False;3;;;
7200;Cereal Nescau Radical 270G;18,83900568;False;540;;;
13458;Cereal Nesfit 300G Frutas;20,48601292;False;940;;;
7202;Cereal Snow Flakes 300G;81,33702818;False;983;;;
12039;Cereal Snow Flakes 4X300G Kit;55,65414585;False;194;7,891E+12;;
7204;Cereal Sucrilhos 25G Chocolate;29,58091164;False;471;;;
13457;Cereal Vita Corn Flakes 270G Acucar;1,619817962;False;628;;;
6399;Cereja Calda Tozzi 90G;37,22677637;False;489;;;
6401;Cereja Sabor Arte 90G Em Calda;20,38800167;False;698;;;
7248;Cerv Amstel 269Ml Un;4,003639738;False;756;;;
13460;Cerv Amstel 350Ml Un;21,80082294;False;243;;;
7321;Cerv Amstel 600Ml Gratis Vasilhame;89,71952362;False;474;;;
7252;Cerv Bavaria 269Ml Un;17,28041242;False;206;7252;;
7254;Cerv Brahma 350Ml S/Alcool Lata;31,62863756;False;917;;;
7299;Cerv Caracu 350Ml Un;9,197946931;False;778;;;
7258;Cerv Colonia 350Ml Lt Un;49,0323916;False;835;;;
10402;Cerv Desperados 250Ml Tequila;0,538898301;False;192;7,89605E+12;;
15283;Cerv Forbes 500Ml Extra Lager;0,189725101;False;743;7,89649E+12;;
13468;Cerv Itaipava 250Ml Ln;82,74940957;False;483;13468;;
13469;Cerv Itaipava 269Ml Premiun;35,78713671;False;883;;;
7260;Cerv Itaipava 269Ml Un;66,88985534;False;352;;;
7304;Cerv Itaipava 350Ml Malzbier;31,47319879;False;204;;;
7338;Cerv Itaipava 350Ml Sem Alcool;1,459292568;False;36;;;
7261;Cerv Itaipava 350Ml Un;74,27262953;False;67;;;
7305;Cerv Itaipava 355Ml Malzbier Ln;13,74598663;False;672;;;
7339;Cerv Itaipava 355Ml S/ Alcool Ln;3,34148068;False;442;;;
13475;Cerv Itaipava 600Ml Premium Gratis Vasil;33,54089114;False;517;13475;;
13476;Cerv Kaiser 350Ml Un;16,4693901;False;632;;;
7332;Cerv Miller 355Ml Ln;2,037916026;False;630;;;
7307;Cerv Original 600Ml Gratis Vasilhame;3,090325575;False;150;;;
7308;Cerv Petra 350Ml Premium;49,6672645;False;152;;;
13477;Cerv Proibida 269Ml Un;27,94046736;False;745;;;
7269;Cerv Proibida 350Ml Un;5,560436798;False;523;7269;;
7334;Cerv Proibida 600Ml Puro Malte;13,2662114;False;353;;;
14785;Cerv Prosit 350Ml Pilsen;17,68369359;False;76;7,89649E+12;;
7342;Cerv Schin Zero Alcool 350Ml;10,15934329;False;547;;;
7290;Cerv Skol 1L Retornavel Liquido;14,46866007;False;904;7290;;
7272;Cerv Skol 269Ml Un;62,60687583;False;556;;;
70;Cerv Skol 300Ml Cx/24Un;9,295441368;False;227;;;
7291;Cerv Skol 300Ml Retornavel;55,3138645;False;260;;;
13487;Cerv Skol 350Ml Lt Un;30,82289912;False;157;;;
13488;Cerv Skol 550Ml Lt;68,76764724;False;526;;;
7312;Cerv Stella Artois 275Ml Ln;47,92087258;False;832;;;
14174;Cerv Weltenburger Kloster Kit C/2;85,92694441;False;923;7,8974E+12;;
11768;Cerveja ANTARCTICA Original Garrafa 300ml;1,106470216;False;65;7,89199E+12;;
15096;Cerveja APA Puro Malte 82 Black Princess Garrafa 600ml;30,10987946;False;31;7,89838E+12;;
14175;Cerveja Amber Lager Puro Malte Cacildis Lata 350ml;29,20209476;False;651;7,8974E+12;;
14778;Cerveja American Lager Budweiser Lata 410ml;6,266291037;False;3;7,89199E+12;;
13917;Cerveja American Lager Premium Puro Malte Skol Lata 269ml;70,33326286;False;512;7,89115E+12;;
14679;Cerveja American Lager Premium Puro Malte Skol Lata 350ml;2,186394589;False;502;7,89115E+12;;
15719;Cerveja American Lager Puro Malte Gold Black Princess Premium Garrafa 355ml;20,52676051;False;425;7,89838E+12;;
7318;Cerveja American Lager Puro Malte Petra Origem Garrafa 355ml;71,24225475;False;97;7,8974E+12;;
12958;Cerveja American Lager Puro Malte Petra Origem Lata 350ml;20,95557362;False;831;7,8974E+12;;
7255;Cerveja BRAHMA 350ml;2,272876621;False;864;7,89115E+12;;
11762;Cerveja BRAHMA Extra Lager Lata 350ml;44,40437878;False;450;7,89115E+12;;
14310;Cerveja Barock Dunkel Puro Malte Weltenburger Kloster Garrafa 500ml;75,86572005;False;291;7,8974E+12;;
14076;Cerveja Blond Ale Miss Blonde Black Princess Garrafa 600ml;4,456008244;False;493;7,89838E+12;;
14353;Cerveja Bock Puro Malte Petra Premium Garrafa 500ml;1,174933701;False;660;7,8974E+12;;
7277;Cerveja Bohemia 350Ml;57,36870261;False;129;;;
7313;Cerveja Budweiser 350Ml;42,78774597;False;87;7313;;
14521;Cerveja English IPA Puro Malte Lets Hop Black Princess Garrafa 600ml;11,67336149;False;145;7,89838E+12;;
10951;Cerveja Golden Lager Puro Malte Proibida Garrafa 330ml;33,3277398;False;209;7,89895E+12;;
14280;Cerveja Hefe-Weissbier Dunkel Weltenburger Kloster Garrafa 500ml;2,229538287;False;901;7,8974E+12;;
7282;Cerveja Heineken 250Ml Lata;1,251919933;False;718;;;
7315;Cerveja Heineken 330Ml Ln;23,11701713;False;988;;;
13492;Cerveja Heineken 330Ml Ln;2,995263143;False;946;;;
7316;Cerveja Heineken 350Ml;8,211968247;False;743;;;
7317;Cerveja Heineken 600Ml Gratis Vasilhame;27,9228999;False;376;;;
11309;Cerveja Imperio Artesanal Dunkel 330Ml;45,8751087;False;571;7,89892E+12;;
11304;Cerveja Imperio Artesanal Helles 330Ml;9,949061296;False;563;7,89892E+12;;
11696;Cerveja Kaiser 269Ml Lata;3,583974066;False;402;7,89605E+12;;
14059;Cerveja Kristall Weizen Doctor Weiss Black Princess Garrafa 600ml;2,619384438;False;263;7,89838E+12;;
11758;Cerveja Lager Budweiser Garrafa 330ml;73,91753407;False;612;7,89199E+12;;
11700;Cerveja Lager Budweiser Garrafa 550ml;1,465492742;False;174;7,89199E+12;;
10623;Cerveja Lager Heineken Garrafa 250ml;27,18414827;False;81;78935495;;
15472;Cerveja Lager Premium Puro Malte Zero Álcool Heineken Lata 350ml;30,35352934;False;139;7,89605E+12;;
14314;Cerveja Lager Puro Malte Anno 1050 Weltenburger Kloster Garrafa 500ml;12,4993179;False;167;7,8974E+12;;
10725;Cerveja Lager Puro Malte Império Garrafa 275ml;35,57281112;False;698;7,89892E+12;;
7330;Cerveja Lager Puro Malte Itaipava Premium Garrafa 355ml;1,102688435;False;575;7,89838E+12;;
7264;Cerveja Lager Puro Malte Itaipava Premium Lata 350ml;2,377079513;False;311;7,89838E+12;;
14880;Cerveja Lager Puro Malte Tropical Devassa Garrafa 600ml;25,94019074;False;202;7,8989E+12;;
12643;Cerveja Lager Puro Malte Tropical Devassa Lata 269ml;0,565467442;False;689;7,8989E+12;;
13015;Cerveja Lager Puro Malte Tropical Devassa Lata 350ml;57,67553666;False;674;7,8989E+12;;
13903;Cerveja Malzibier BRAHMA Lata 350ml;71,50716902;False;726;7,89115E+12;;
14556;Cerveja Pilsen Antarctica Original Lata 350ml;66,72965313;False;722;7,89199E+12;;
10874;Cerveja Pilsen Antarctica Sub Zero Lata 269ml;16,26054939;False;646;7,89199E+12;;
7253;Cerveja Pilsen Bavaria Lata 350ml;0,503885185;False;831;7,89605E+12;;
10875;Cerveja Pilsen Brahma Chopp Lata 269ml;7,292438639;False;406;7,89115E+12;;
11300;Cerveja Pilsen Budweiser Lata 269ml;5,577295718;False;852;7,89199E+12;;
7326;Cerveja Pilsen Corona Garrafa 330ml;18,74173482;False;794;7,89115E+12;;
13091;Cerveja Pilsen Coronita Extra Garrafa 210ml;19,18011612;False;908;7,89115E+12;;
15070;Cerveja Pilsen Cristal Baden Baden Garrafa 300ml;12,23946773;False;755;7,89823E+12;;
12395;Cerveja Pilsen Itaipava Garrafa 1l;12,89268502;False;990;7,8974E+12;;
13472;Cerveja Pilsen Itaipava Lata 473ml;23,79558074;False;938;7,8974E+12;;
13474;Cerveja Pilsen Itaipava Lata 550ml;5,825129723;False;733;7,8974E+12;;
11708;Cerveja Pilsen Lokal Lata 350ml;0;False;413;7,89838E+12;;
11795;Cerveja Pilsen Premium Wienbier 55 Beer Lata 550ml;15,64060529;False;373;7,8981E+12;;
14352;Cerveja Pilsen Puro Malte Aurum Petra Premium Garrafa 500ml;6,731050984;False;997;7,8974E+12;;
11310;Cerveja Pilsen Puro Malte Cidade Imperial Garrafa 330ml;52,93633797;False;733;7,89892E+12;;
10472;Cerveja Pilsen Puro Malte Eisenbahn Garrafa 355ml;2,237961838;False;570;7,89837E+12;;
14648;Cerveja Pilsen Puro Malte Eisenbahn Garrafa 600ml;70,09579455;False;661;7,89837E+12;;
11503;Cerveja Pilsen Puro Malte Eisenbahn Lata 350ml;16,29378594;False;401;7,89837E+12;;
11311;Cerveja Pilsen Puro Malte Gold Império Garrafa 210ml;30,33437615;False;236;7,89892E+12;;
11303;Cerveja Pilsen Puro Malte Império Lata 269ml;1,961005211;False;828;7,89892E+12;;
11302;Cerveja Pilsen Puro Malte Império Lata 350ml;2,366415557;False;315;7,89892E+12;;
13993;Cerveja Pilsen Puro Malte Stark Bier Petra Premium Garrafa 500ml;3,152720988;False;130;7,8974E+12;;
14552;Cerveja Pilsen Puro Malte Urtyp Hell Weltenburger Kloster Garrafa 500ml;31,45216996;False;951;7,8974E+12;;
13482;Cerveja Pilsen Schin Lata 350ml;51,01445003;False;887;7,89605E+12;;
11973;Cerveja Pilsen Skol Garrafa 355ml;27,66960979;False;947;7,89115E+12;;
10480;Cerveja Pilsen Sol Garrafa 330ml;34,13143695;False;232;78934115;;
15429;Cerveja Pilsner Duplo Malte Brahma Lata 350ml;12,95137016;False;516;7,89199E+12;;
15626;Cerveja Puro Malte Petra Origem Lata 269ml;22,59759455;False;317;7,8974E+12;;
14064;Cerveja Red Lager Puro Malte Back to the Red Black Princess Garrafa 600ml;21,65689574;False;949;7,89838E+12;;
14810;Cerveja STELLA ARTOIS Garrafa 550ml;10,82928583;False;24;7,89199E+12;;
15124;Cerveja STELLA ARTOIS Lata 269ml;0,733110976;False;616;7,89115E+12;;
15232;Cerveja STELLA ARTOIS Long Neck 330ml;14,9976892;False;243;7,89199E+12;;
14404;Cerveja Schwarzbier Puro Malte Petra Premium Garrafa 500ml;9,969684397;False;431;7,8974E+12;;
14683;Cerveja Skol 300Ml Puro Malte;69,79364493;False;347;7,89115E+12;;
14422;Cerveja Skol Puro Malte 1L Gf;25,30811124;False;757;7,89115E+12;;
14551;Cerveja Weissbier Petra Premium Garrafa 500ml;12,55353131;False;865;7,8974E+12;;
14243;Cerveja Weizenbier Eisenbahn Garrafa 355ml;1,856322278;False;727;7,89837E+12;;
5113;Cesta Basica Nostra Mama Kit 1;54,86313399;False;913;7,89734E+12;;
13493;Cesto Inplast Gigante 30L C Tampa Ref 66;74,16275435;False;426;;;
13494;Cesto Telado Rischioto 60L Ret Verde Ref;3,254067486;False;987;;;
13495;Cesto Telado Santana 8L Ref 046;48,95084837;False;438;;;
7084;Cevada Superbom 500G;17,90743218;False;561;;;
7085;Cevada Yoki 500G;7,651412583;False;406;7085;;
14692;Chá Branco Lichia Zero Açúcar Natural Tea Caixa 1l;9,40402815;False;393;7,896E+12;;
14691;Chá Branco Pitaya e Amora Zero Açúcar Natural Tea Caixa 1l;40,25278428;False;545;7,896E+12;;
13894;Chá Camomila Real Multiervas Caixa 10g 10 Unidades;24,62765603;False;35;7,89605E+12;;
15699;Chá DR. OETKER Erva Doce 20g;34,08982445;False;824;7,89105E+12;;
15698;Chá DR OETKER Mate 10g;49,11861416;False;856;7,89105E+12;;
15695;Cha Dr Oetker 18G Cha Preto;1,437854981;False;416;7,89105E+12;;
14913;Chá Hibisco, Romã e Goji Berry Zero Açúcar Natural Tea Caixa 1l;6,435382902;False;687;7,896E+12;;
14690;Chá Hibisco, Romã e Goji Berry Zero Açúcar Natural Tea Lata 335ml;62,93576846;False;881;7,896E+12;;
7086;Cha Leao 100G;61,64068247;False;132;;;
7088;Cha Leao 10G Camomila;38,08366207;False;821;;;
7090;Cha Leao 10G Cidreira;14,98507764;False;229;;;
7092;Cha Leao 10G Hortela;56,95229002;False;91;7092;;
7091;Cha Leao 20G Erva Doce;12,98245005;False;110;;;
7095;Cha Leao 250G Matte;6,077167151;False;415;;;
7099;Cha Leao 40G Limao;18,61181828;False;763;;;
7100;Cha Leao 40G Natural;1,817441903;False;57;;;
7101;Cha Leao 40G Pessego;10,86954728;False;840;;;
7393;Cha Leao Fuze 300Ml Limao;38,09809371;False;195;;;
7104;Cha Leao Fuze 300Ml Pessego;32,85827603;False;407;;;
14172;Cha Leao Ice Tea Limao Pet 450Ml;11,18179483;False;931;7,8911E+12;;
13957;Cha Leao Ice Tea Pessego Pet 450Ml;35,37285494;False;992;7,8911E+12;;
11890;Cha Mate Campo Largo Limao Organico 1,35L;11,79220913;False;835;7,89693E+12;;
14376;Chá Mate Limão Matte Leão Garrafa 1,5l;19,45817464;False;1000;7,8911E+12;;
15093;Chá Mate Natural Matte Leão Garrafa 1,5l;63,67496125;False;597;7,8911E+12;;
10151;Cha Mate Qualitá 40G Natural;17,13127843;False;141;7,895E+12;;
14928;Chá Mate Tostado Natural Real Caixa 250g;17,22376529;False;890;7,89605E+12;;
15471;Chá Matte Fuze LEÃO Zero Natural 1,5L;53,25026838;False;169;7,8911E+12;;
15696;Chá Oetker Boldo 10g;63,01431967;False;23;7,89105E+12;;
15694;Chá Oetker Camomila 10g;0,098199543;False;957;7,89105E+12;;
15693;Chá Oetker Cidreira 10g;12,32148595;False;629;7,89105E+12;;
15692;Chá Oetker Hortelã 10g;60,76404015;False;689;7,89105E+12;;
10070;Chá Preto Ice Tea Pêssego Leão Garrafa 1,5l;7,508464186;False;14;7,89104E+12;;
14872;Chá Preto Ice Tea Pêssego Leão Garrafa 1,5l;24,39934597;False;574;7,8911E+12;;
15393;Chá Preto Natural Leão Fuze Caixa 16g 10 Unidades;18,28559243;False;191;7,8911E+12;;
15697;Chá de Laranja, Hibisco, Chá Preto, Rosa Silvestre, Canela e Cravo 10un 20g;7,016079977;False;431;7,89105E+12;;
14782;Champignon OUTBACK Fatiado Sache 100g;1,171846359;False;999;7,89857E+12;;
5573;Champignons Fugini 100G Inteiro;64,35631887;False;240;;;
5608;Champignons Outback 100G Inteiros;38,03537939;False;659;;;
13490;Champignons Outback 180G Inteiros;15,78643988;False;749;7,89857E+12;;
10328;Champignons Qualita 100G Inteiro;6,471977587;False;30;7,895E+12;;
6609;Chanti Neve Oetker 50G;0,599705269;False;59;;;
6610;Chantili Yoki 50G Em Po;42,95787805;False;919;;;
6614;Chantilly Chocolate 200Ml Fleischmann;5,743215021;False;964;;;
6611;Chantilly Fleischmann 1 Lt;6,506405019;False;347;;;
6613;Chantilly Fleischmann 200Ml;70,73830097;False;161;6613;;
6615;Chantilly Fleischmann 250Ml Spray;1,902808333;False;591;;;
14105;Chantilly em Pó Bretzke Caixa 50g;3,360394755;False;203;7,89607E+12;;
6617;Chanty Mix Amelia 1L;0,896653517;False;75;;;
6619;Chanty Mix Amelia 200Ml;67,02283356;False;380;;;
12025;Chapeu P/ Aniversario 10Un;36,13241279;False;704;;;
11908;Charque Marba 1Kg;8,873233832;False;601;7,89727E+12;;
12882;Chave Catuai Fenda 4 1Un;18,45893846;False;844;;;
12883;Chave Catuai Philips 4 1Un;16,79717463;False;659;;;
12891;Chave De Fenda Catuai Com Ponteiras;60,51411278;False;922;;;
12837;Chave Fenda 6X4 Use Util;10,82519487;False;664;;;
12838;Chave Philips 6X4 Use Util;17,23739846;False;52;;;
74;Cheiro Verde Maço;37,34851712;False;210;7,89896E+12;;
138;Chester Perdigao Kg;19,90509722;False;243;;;
14418;Chic Freegells 8G Cereja;4,824339051;False;528;7,89115E+12;;
14415;Chic Freegells 8G Energy;13,27056295;False;255;7,89115E+12;;
14416;Chic Freegells 8G Extra Forte;1,927551369;False;471;7,89115E+12;;
15686;Chic Freegells 8G Hortela Gum;18,06417618;False;530;7,89115E+12;;
14417;Chic Freegells 8G Melancia;48,44997754;False;999;7,89115E+12;;
14419;Chic Freegells 8G Menta;0,854911551;False;404;7,89115E+12;;
14420;Chic Freegells 8G Morango;30,2132062;False;88;7,89115E+12;;
14421;Chic Freegells 8G Tutti-Frutti;11,49811845;False;729;7,89115E+12;;
8809;Chic Trident 8G Canela;25,22540871;False;326;;;
8811;Chic Trident 8G Fresh Cereja Ice;27,77617382;False;723;;;
8810;Chic Trident 8G Fresh Herbal;64,7439227;False;770;;;
8813;Chic Trident 8G Hortela;38,79419025;False;738;;;
8814;Chic Trident 8G Intense;84,90026523;False;679;;;
8815;Chic Trident 8G Melancia;38,93025664;False;130;8815;;
8816;Chic Trident 8G Menta;1,859473185;False;887;;;
8817;Chic Trident 8G Morango;18,5631995;False;209;;;
8818;Chic Trident 8G Tutti Frutti;0,56280922;False;386;;;
139;Chicken Nuggets Agranel;22,33430895;False;474;;;
14799;Chicle Croc 172G Energy;42,86009862;False;860;7,89115E+12;;
14800;Chicle Croc 172G Morango;28,94334156;False;226;7,89115E+12;;
14797;Chicle Croc 172G Tutti-Frutti;58,95428475;False;930;7,89115E+12;;
14796;Chicle Croc 172G Uva;7,981834617;False;182;7,89115E+12;;
15628;Chicle Flics 17G 7 Belo Framboesa;0,686753765;False;804;7,89112E+12;;
8804;Chicle Flics 17G Extra Forte;89,21738032;False;116;;;
8805;Chicle Flics 17G Hortela;42,77812406;False;484;;;
13394;Chicle Flics 17G Menta;1,991602057;False;196;7,89112E+12;;
8807;Chicle Flics 17G Tuti Frutti;4,374806417;False;521;;;
8808;Chicle Flics 17G Uva Refrescante;7,706337611;False;542;8808;;
6430;Chicle Gang Tattua 100Un Hortela;1,258087492;False;205;;;
6431;Chicle Gang Tattua 100Un Tutti Frutti;26,77208995;False;935;7,89803E+12;;
11994;Chicle Poosh! 200G 4 Sabores Verde;0,233107024;False;910;7,89112E+12;;
12306;Chicle Poosh! 200G 4 Sabores Vermelho;38,72266494;False;878;7,89112E+12;;
13795;Chicle Poosh! 200G Acido;20,94138892;False;210;7,89112E+12;;
13751;Chicle Poosh! 200G Energy;62,79260212;False;475;7,89112E+12;;
13881;Chicle Poosh! 200G Pinta Lingua;31,02574423;False;994;7,89112E+12;;
13667;Chicle Poosh! 5G 4 Sabores Verde Un;19,09281949;False;457;78918214;;
13668;Chicle Poosh! 5G 4 Sabores Vermelho Un;39,6456544;False;293;78928060;;
12739;Chicle Poosh! 5G Hortela Un;34,41161972;False;241;78927995;;
12727;Chicle Poosh! 5G Morango Un;32,82518339;False;231;78928008;;
13670;Chicle Poosh! 5G Turifruti Un;2,017812491;False;110;78927988;;
14798;Chiclete Croc de Hortelã BUZZY 172g;10,82599695;False;782;7,89115E+12;;
6433;Chiclete Danny Ball Digos 80G;17,32817595;False;121;;;
15528;Chiclete MENTOS 3 Camadas Pure Fresh Mint 8,5g;11,55514499;False;552;7,89514E+12;;
6434;Chiclete Marfran 35G;69,42618816;False;106;;;
11989;Chiclete Morango Poosh Caixa 200g;19,69812022;False;181;7,89112E+12;;
11990;Chiclete Sabor 7Belo POOSH 200g;8,421895183;False;691;7,89112E+12;;
11974;Chiclete Sabor Hortelã POOSH 200g;3,620188338;False;849;7,89112E+12;;
11975;Chiclete Sabor Uva POOSH 200g;45,96838594;False;110;7,89112E+12;;
14750;Chiclete Sortido 65G Digos;80,14990866;False;805;7,89739E+12;;
15751;Chiclete Tutti Frutti com Morango Ovos de Dinossauro Fini Pacote 80g;44,55282794;False;689;7,89828E+12;;
243;Chiclete Unidade;7,987385236;False;710;;;
11996;Chiclete de Tutti-Frutti POOSH 200g;35,2084615;False;119;7,89112E+12;;
14331;Chimichurry Semeador 20G;42,21340733;False;77;7,89894E+12;;
14882;Chin Havaianas Slim Nautical;52,81404098;False;295;7,89325E+12;;
14883;Chin Havaianas Slim Nautical;83,82140736;False;775;7,89325E+12;;
14879;Chinela Havaianas Slim Disney Cores Jkl 33/34 Blue;17,03143908;False;407;7,89325E+12;;
13850;Chinelo Havaianas 43/44 Brasil Branco;8,152912526;False;899;7,89527E+12;;
14146;Chinelo Havaianas Color Mix Areia Dourada;13,61726645;False;270;7,89527E+12;;
207;Chipa;16,37363438;False;712;;;
8607;Choc 5Star Lacta 40G Choc E Caramelo;65,51392273;False;710;;;
